,Country,Tournament,Year of Tournament,Tournament Surface,Doubles,Prize Money,Match Day,Start Time,Player Name 1,Player Name 2,Winner,Sets,Score,BKNAME,numbetlines,FullClosingFullHomeAsianOdds,FullClosingFullAwayAsianOdds,FullClosingOutcomeTiming,FullOpeningFullAsianHomeOdds,FullOpeningFullAsianAwayOdds,FullOpeningOutcomeTiming,FullAsianHomeVolume,FullAsianAwayVolume,FullAsianHomeLayClosingOdds,FullAsianAwayLayClosingOdds,FullAsianHomeLayOpeningOdds,FullAsianAwayLayOpeningOdds,FullLayClosingTime,FullLayOpenClosingTime,FullLayAsianHomeVolume,FullLayAsianAwayVolume,Set1ClosingFullHomeAsianOdds,Set1ClosingFullAwayAsianOdds,Set1ClosingOutcomeTiming,Set1OpeningFullAsianHomeOdds,Set1OpeningFullAsianAwayOdds,Set1OpeningOutcomeTiming,Set1AsianHomeVolume,Set1AsianAwayVolume,Set1AsianHomeLayClosingOdds,Set1AsianAwayLayClosingOdds,Set1AsianHomeLayOpeningOdds,Set1AsianAwayLayOpeningOdds,Set1LayClosingTime,Set1LayOpenClosingTime,Set1LayAsianHomeVolume,Set1LayAsianAwayVolume,Set2ClosingFullHomeAsianOdds,Set2ClosingFullAwayAsianOdds,Set2ClosingOutcomeTiming,Set2OpeningFullAsianHomeOdds,Set2OpeningFullAsianAwayOdds,Set2OpeningOutcomeTiming,Set2AsianHomeVolume,Set2AsianAwayVolume,Set2AsianHomeLayClosingOdds,Set2AsianAwayLayClosingOdds,Set2AsianHomeLayOpeningOdds,Set2AsianAwayLayOpeningOdds,Set2LayClosingTime,Set2LayOpenClosingTime,Set2LayAsianHomeVolume,Set2LayAsianAwayVolume
23,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",1xbet,E-5-2-2-10.5-0,2.4,1.6,2017-01-18 12:38:37,2.75,1.45,2017-01-17 07:00:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",453,E-5-2-2-10.5-0,2.4,1.6,2017-01-18 12:39:10,2.75,1.45,2017-01-17 07:01:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",pinnacle,E-5-2-2-10.5-0,1.95,1.87,2017-01-18 22:22:40,2.39,1.6,2017-01-17 07:44:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",411,E-5-2-2-10.5-0,2.57,1.45,2017-01-18 21:45:18,2.54,1.46,2017-01-17 07:45:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",45,E-5-2-2-10.5-0,2.57,1.45,2017-01-18 21:46:13,2.54,1.46,2017-01-17 07:45:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",49,E-5-2-2-10.5-0,2.57,1.45,2017-01-18 21:46:10,2.54,1.46,2017-01-17 07:45:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",46,E-5-2-2-10.5-0,2.47,1.46,2017-01-17 17:30:30,2.47,1.46,2017-01-17 17:30:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",betway,E-5-2-2-10.5-0,2.38,1.53,2017-01-17 18:32:40,2.38,1.53,2017-01-17 18:32:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",marathonbet,E-5-2-2-10.5-0,2.4,1.6,2017-01-18 12:34:16,2.33,1.63,2017-01-17 19:19:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",betfair-exchange,E-5-2-2-10.5-0,2.42,1.48,2017-01-18 22:21:19,1.98,1.49,2017-01-17 23:24:51,472,16,3.05,1.7,2.64,1.81,2017-01-18 22:23:07,2017-01-18 12:30:42,8,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",youwin,E-5-2-1--1.5-0,21.0,1.01,2017-01-18 05:43:08,21.0,1.01,2017-01-18 05:43:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",1xbet,E-5-2-2-11.5-0,3.6,1.29,2017-01-18 04:00:34,4.3,1.22,2017-01-17 07:00:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",453,E-5-2-2-11.5-0,3.6,1.29,2017-01-18 04:00:39,4.3,1.22,2017-01-17 07:01:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",454,E-5-2-2-11.5-0,3.63,1.24,2017-01-18 22:19:38,3.63,1.24,2017-01-18 22:19:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",pinnacle,E-5-2-2-10-0,1.85,2.04,2017-01-18 22:22:40,2.1,1.78,2017-01-17 07:44:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",marathonbet,E-5-2-2-10-0,2.2,1.71,2017-01-18 12:47:54,2.07,1.84,2017-01-17 07:54:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",453,E-5-2-2-10-0,2.2,1.71,2017-01-18 12:48:31,2.07,1.84,2017-01-17 07:58:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",1xbet,E-5-2-2-10-0,2.2,1.71,2017-01-18 12:47:36,2.07,1.84,2017-01-17 07:58:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",betway,E-5-2-2-10-0,2.0,1.73,2017-01-18 10:55:54,2.0,1.73,2017-01-17 09:28:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",matchbook,E-5-2-2-10-0,1.86,2.05,2017-01-18 22:23:27,2.04,1.87,2017-01-17 18:24:26,1057,902,1.95,2.16,2.15,1.96,2017-01-18 22:23:27,2017-01-17 18:24:26,947,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",454,E-5-2-2-10-0,1.85,1.85,2017-01-18 22:05:43,1.92,1.79,2017-01-18 05:02:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",youwin,E-5-2-2-10-0,1.83,1.83,2017-01-18 05:58:10,1.83,1.83,2017-01-18 05:58:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",1xbet,E-5-2-2-7.5-0,1.19,4.7,2017-01-18 04:00:34,1.28,3.7,2017-01-17 07:00:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",453,E-5-2-2-7.5-0,1.19,4.7,2017-01-18 04:00:39,1.28,3.7,2017-01-17 07:01:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",pinnacle,E-5-2-2-9-0,3.02,1.4,2017-01-18 22:22:40,2.42,1.6,2017-01-17 07:44:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",betway,E-5-2-2-9-0,2.5,1.5,2017-01-17 09:28:43,2.5,1.5,2017-01-17 09:28:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",marathonbet,E-5-2-2-9-0,2.47,1.57,2017-01-18 04:28:38,2.44,1.58,2017-01-17 19:19:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",453,E-5-2-2-9-0,2.47,1.54,2017-01-18 04:32:45,2.44,1.58,2017-01-17 19:20:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",1xbet,E-5-2-2-9-0,2.47,1.54,2017-01-18 04:31:57,2.44,1.58,2017-01-17 19:20:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",453,E-5-2-2-9.5-0,1.87,2.03,2017-01-18 22:16:16,1.99,1.91,2017-01-17 06:45:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",marathonbet,E-5-2-2-9.5-0,1.88,2.03,2017-01-18 12:47:54,1.99,1.91,2017-01-17 06:45:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",1xbet,E-5-2-2-9.5-0,1.87,2.03,2017-01-18 22:15:42,1.99,1.91,2017-01-17 06:46:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",pinnacle,E-5-2-2-9.5-0,1.66,2.27,2017-01-18 22:22:40,1.85,2.05,2017-01-17 07:44:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",411,E-5-2-2-9.5-0,1.75,2.07,2017-01-18 21:45:18,1.84,1.86,2017-01-17 07:45:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",45,E-5-2-2-9.5-0,1.75,2.07,2017-01-18 21:46:13,1.84,1.86,2017-01-17 07:45:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",49,E-5-2-2-9.5-0,1.75,2.07,2017-01-18 21:46:10,1.84,1.86,2017-01-17 07:45:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,australia,atp-australian-open-2017,2017,,N,"A$15,000,000",2017-01-18,22:25:00,Istomin D.,Djokovic N.,Istomin D.,3:2,"7:68, 5:7, 2:6, 7:65, 6:4",455,E-5-2-2-9.5-0,1.75,1.85,2017-01-17 08:02:31,1.75,1.85,2017-01-17 08:02:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
